CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
708694022,Existing Customer,44,F,3,High School,Single,Unknown,Silver,35,5,3,3,18625.6,1621,31892.2,0.734846446,901,33,0.660207401,0.149229777
802514780,Existing Customer,53,F,2,Unknown,Unknown,Less than $40K,Blue,45,6,3,3,8155.8,8,2581.3,0.632696397,3861,66,0.610701905,0.274561452
808179178,Attrited Customer,45,F,4,Unknown,Unknown,Less than $40K,Blue,22,3,1,4,1438.3,2,2025.9,0.887000437,1785,38,0.175812079,0.013397089
715064059,Attrited Customer,61,F,2,Uneducated,Married,Less than $40K,Blue,53,5,3,4,1902.5,0,1043.9,0.367144711,1553,44,0.308296491,0.003200787
712739025,Existing Customer,45,F,2,Uneducated,Married,$40K - $60K,Blue,48,5,3,3,4489.4,1405,506.1,0.838699424,4564,77,0.578501939,0.59141198
712583030,Existing Customer,49,F,1,Unknown,Unknown,Less than $40K,Gold,38,2,2,3,1530.2,1368,1472.5,0.75884728,9795,98,0.691589602,0.819019507
712999014,Existing Customer,27,F,3,College,Married,Less than $40K,Blue,22,3,2,3,2378.2,8,1394.6,0.806230508,1973,76,0.577460332,0.01539113
753958050,Existing Customer,50,F,2,Unknown,Single,Less than $40K,Silver,45,5,3,2,33835,1631,11957.8,0.877097097,8247,73,0.829843099,0.065901037
710408437,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,6,2,3,6153.9,0,3704.3,0.635283477,4826,43,0.6737764,0.004348811
777213119,Attrited Customer,42,F,3,Graduate,Divorced,Unknown,Silver,39,2,3,2,21135.7,968,14801.3,0.763483266,7431,80,0.626611292,0
711842340,Existing Customer,57,F,4,Uneducated,Unknown,$80K - $120K,Gold,32,1,3,3,16207.8,28,29075.5,0.65176462,3568,112,0.601707737,0.051464308
721290685,Existing Customer,44,M,2,Unknown,Unknown,Less than $40K,Blue,38,5,2,2,2580.1,1893,1825.7,0.770778903,3989,76,0.775629499,0.618914482
781655252,Existing Customer,45,M,1,Unknown,Divorced,$40K - $60K,Blue,37,4,3,1,2612.7,1187,1394.7,0.680707064,4612,93,0.887120037,0.592771527
710911516,Existing Customer,51,M,1,College,Married,$80K - $120K,Blue,25,4,1,3,6107.8,0,16731.4,0.625016857,1167,48,0.626746197,0.044910831
776761450,Existing Customer,53,M,2,High School,Unknown,$60K - $80K,Blue,34,4,3,1,8957.4,1864,1078.3,0.7364125,4217,70,0.629204197,0.281084845
771133650,Existing Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,47,4,3,4,18301.1,609,4432.1,0.791921291,854,40,0.641311468,0.324766352
774583830,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,36,4,1,1,7232.4,12,4389.4,0.572314554,1219,21,1.042606334,7.94E-05
719706870,Existing Customer,40,M,2,Uneducated,Single,$80K - $120K,Blue,31,5,1,3,16098.1,1593,9419.1,0.867168174,881,35,0.581955479,0.099822435
823374318,Attrited Customer,49,F,5,High School,Married,$40K - $60K,Blue,44,6,2,3,1902.9,24,1208.3,0.881636311,1509,37,0.486694917,0.264258476
711824041,Attrited Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,3,1799.6,0,785.5,0.499405563,1709,39,0.480651471,0
713654810,Attrited Customer,55,F,2,High School,Married,Unknown,Silver,45,5,3,2,33445.2,0,33974.5,0.818802921,1185,40,0.228935989,0.043273988
828343083,Existing Customer,51,F,2,High School,Divorced,Unknown,Blue,30,5,2,3,3146.9,1511,15268,0.776618924,3398,76,0.789621579,0.129074125
717824378,Existing Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Silver,30,6,3,3,1827.2,50,2501,0.669860517,2236,89,0.569054425,0.430429524
713518162,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,26,6,3,4,7966.1,2517,10273.1,0.815403209,1480,47,0.358077027,0.035955906
750359926,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,44,4,2,1,2436.3,1701,3393.2,0.772396689,4442,66,0.892196477,0.637138366
714373315,Attrited Customer,40,F,4,High School,Married,Less than $40K,Blue,21,5,3,3,5919.4,32,2320.5,0.522236743,2267,33,0.520498111,0.003681448
719581173,Attrited Customer,57,F,2,High School,Married,$80K - $120K,Blue,51,6,3,4,6471.3,15,6200.7,0.833269496,1300,29,0.815010289,0
761841970,Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,42,3,3,3,1818.4,0,1741.5,0.549747427,1886,39,0.399425151,0.01126031
817697414,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,32,3,1,3,7957.4,1555,4798.4,0.640417568,3925,88,0.799138229,0.406443831
712853921,Attrited Customer,48,F,2,High School,Single,Less than $40K,Silver,35,1,3,3,16080.1,1500,30316.1,0.842324016,8158,132,0.670038105,0.093379067
818837103,Existing Customer,37,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,1687,2130,831.1,0.757430406,4689,73,0.654898713,0.736446508
760215086,Existing Customer,50,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,2,3,3,21697.3,1058,18032.1,0.828849274,1794,40,0.521472205,0.050076325
787979927,Existing Customer,49,F,3,High School,Divorced,Less than $40K,Blue,36,3,2,2,5135.6,23,936.4,0.66903927,4395,67,0.57007442,0.679509113
714559264,Existing Customer,55,M,3,Graduate,Single,$120K +,Silver,45,2,3,3,11688.6,1421,13426.7,0.896312597,7424,78,0.464005415,0.055151793
776098743,Existing Customer,52,F,0,High School,Married,Unknown,Blue,38,5,2,4,7792.1,1385,4338.2,0.616095,1430,30,0.804555016,0.105342701
716286515,Attrited Customer,46,F,0,Graduate,Single,Less than $40K,Blue,27,3,3,3,2195.9,1129,1495.1,0.818715779,1633,73,0.613391238,0.904123694
716114080,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,45,6,1,1,1806.8,2385,627.7,0.802459301,4226,84,0.835958906,0.184745031
713329861,Existing Customer,31,F,2,Graduate,Married,Less than $40K,Blue,37,3,3,0,2628.7,1616,3828.1,0.632588235,2129,61,0.612707298,0.486005116
709494130,Attrited Customer,53,F,0,High School,Married,Less than $40K,Silver,28,6,3,4,1438.3,0,18655.5,0.800056995,4037,65,0.642277667,0
711481202,Existing Customer,61,M,3,Uneducated,Single,$80K - $120K,Blue,48,3,3,4,10962.6,1589,34516,1.140243355,652,33,0.535282684,0.094766413
813983501,Attrited Customer,50,F,2,Unknown,Unknown,Less than $40K,Blue,36,6,1,3,1765.5,0,1438.8,0.451066801,1726,47,0.512145008,0.005263735
813861302,Existing Customer,44,F,5,High School,Single,Unknown,Silver,44,2,3,2,3460,1300,14244.3,0.784383314,3953,61,0.557910396,0.16841173
719271038,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,35,3,3,1,2215.4,2238,668,0.862949111,5092,82,0.642584558,0.670995873
716241760,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,38,1,1,0,3147.6,2517,2885.8,0.731581365,3951,54,0.625993962,0.663503524
711640585,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,25,4,3,3,3770.5,1486,3487.1,0.748630524,4350,65,1.260199168,0.450347515
820077847,Existing Customer,46,M,2,Uneducated,Unknown,$40K - $60K,Blue,28,3,1,3,2750.7,1607,538.4,0.726263441,4197,37,1.047314294,0
776265461,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,39,5,2,1,1897.9,2279,394,0.769603295,4446,71,0.898186401,0.819921219
783259539,Existing Customer,48,M,1,Uneducated,Single,$60K - $80K,Blue,36,4,3,4,7616.9,2,1401.8,0.950009969,4348,73,0.602940799,0
718045075,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,1936.1,1916,867.8,0.759174814,4720,75,0.577755836,0.49922431
711034722,Attrited Customer,54,F,2,High School,Married,$40K - $60K,Silver,44,2,1,3,7903.5,1502,9021.8,0.738813977,1527,24,0.33777951,0.139302917
719487694,Attrited Customer,37,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2005.4,17,1537.3,0.74805824,1353,67,0.453331031,0.003280736
720142730,Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,40,5,3,1,2086.4,2049,1592.3,0.700100536,4497,91,0.880242329,0.672388695
814462446,Existing Customer,47,M,2,High School,Married,$80K - $120K,Blue,55,4,1,2,22089.8,1023,7747.8,0.785515136,4232,37,0.435102247,0
817071288,Existing Customer,56,F,3,Doctorate,Unknown,Less than $40K,Blue,44,3,3,3,2025.3,1999,1070.9,0.677662527,4414,81,0.825103397,0.568103871
807103667,Existing Customer,42,M,2,Unknown,Married,$40K - $60K,Blue,38,4,1,3,2587.6,1996,706.3,0.817734108,4552,93,0.782642805,0.495381974
720692140,Existing Customer,55,M,3,Uneducated,Single,$80K - $120K,Blue,48,4,3,2,4095.8,2459,6252.6,0.746032951,4245,79,0.61995669,0.002174704
720128986,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,23,4,3,3,16178.9,2427,11594,1.356427238,708,48,0.652606465,0.155615657
715855914,Existing Customer,42,M,2,Post-Graduate,Single,$120K +,Gold,48,5,3,3,16863.1,2470,34516,0.692015557,1152,55,0.52618694,0.140497186
807991276,Existing Customer,53,M,3,Unknown,Single,$80K - $120K,Blue,28,6,2,3,4171.1,4,3743.1,0.414234446,4118,85,0.696942089,0.229417325
708248774,Attrited Customer,44,F,1,High School,Married,Less than $40K,Blue,19,3,3,5,1438.3,14,4003.3,0.50913319,1490,34,0.298440673,0.003899733
718235966,Existing Customer,42,F,0,College,Married,$40K - $60K,Blue,24,5,2,3,1438.3,14,4489.4,0.802929223,4478,68,0.644774138,0.491676504
719227477,Existing Customer,42,F,2,Post-Graduate,Married,Unknown,Blue,38,3,1,2,5388.1,2478,6530.6,0.747391801,4271,55,0.639158892,0.1640342
720804606,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Gold,47,1,3,3,31052.4,1498,34516,0.789870636,7529,121,0.678434009,0.03658592
714134094,Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,6,1,3,17606.4,1428,18145.1,0.630540584,1035,44,0.888596374,0.134515439
711378758,Existing Customer,53,F,4,Doctorate,Unknown,Less than $40K,Blue,36,2,2,2,4133.2,1110,13191.5,0.718487221,4726,85,0.643638908,0.660150829
810773744,Existing Customer,54,M,3,College,Unknown,Less than $40K,Blue,33,5,2,3,4656.7,1466,17095.5,0.708116618,4387,94,0.717943199,0.158148559
721490828,Existing Customer,45,F,3,High School,Unknown,Unknown,Silver,34,2,3,1,6514.9,1965,18338,0.641176411,15392,100,0.719302931,0.042295897
716132613,Existing Customer,59,F,2,High School,Single,$80K - $120K,Blue,39,1,3,1,4740,1170,3305.6,0.877697082,4517,76,0.956300052,0.326624672
711020093,Existing Customer,47,F,3,Unknown,Unknown,Unknown,Silver,36,5,2,2,4183.4,1706,11259.4,0.769864479,1402,83,1.311075945,0.056449799
720077605,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,42,2,3,1,2254.3,1391,802.9,0.758869895,1856,84,0.854426963,0.74204643
709587935,Existing Customer,47,F,3,High School,Married,Unknown,Silver,42,3,3,3,21631.4,1652,24930.4,0.686208699,7511,83,0.738307788,0.052096641
717040256,Attrited Customer,45,F,2,High School,Single,Unknown,Blue,36,2,3,2,4876.6,2428,17810.7,0.559540656,1423,35,0.502795389,0.075062983
719659779,Existing Customer,28,M,2,Graduate,Married,$40K - $60K,Blue,45,4,1,2,2422.4,1941,1632.3,0.752603644,4921,70,0.928167723,0.387828956
821211524,Existing Customer,38,M,0,Uneducated,Unknown,Less than $40K,Silver,42,2,2,3,6279.2,806,15528.2,0.775905853,4258,90,0.710160961,0.235108308
714901947,Existing Customer,57,M,3,High School,Single,Unknown,Silver,52,1,3,3,7567.2,1890,16040.1,0.626881085,14148,114,0.571988134,0.062155089
719381767,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,50,6,3,3,1438.3,1415,1487.4,0.729106318,1961,59,0.782365212,0.54108536
806658325,Existing Customer,47,M,5,Graduate,Married,Less than $40K,Blue,52,2,2,3,2368.1,2028,880.2,0.803404465,3140,86,0.670211399,0.528400147
712910274,Existing Customer,55,F,2,Uneducated,Single,$40K - $60K,Blue,32,4,3,0,3372.1,1520,1652.3,0.81337861,4425,64,0.671915438,0.614179064
715898829,Existing Customer,56,F,1,High School,Single,Less than $40K,Gold,35,1,3,1,9771.7,1103,33823.7,0.734336451,14637,115,0.72567818,0.039946542
709292892,Existing Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,51,3,1,1,11461.3,2186,8766.7,0.773384713,3705,68,0.784790552,0.524072615
715814286,Existing Customer,45,F,2,High School,Married,Unknown,Blue,34,5,4,2,14216.3,2137,6335.1,0.717281175,1272,33,1.365844053,0.251274455
785081911,Existing Customer,51,M,1,Post-Graduate,Married,$60K - $80K,Blue,44,5,3,2,34516,1597,34516,0.710167977,606,17,0.649701665,0.103194757
718372058,Existing Customer,48,F,2,Doctorate,Married,Unknown,Silver,53,1,1,2,15435.9,1248,14096.7,0.687476333,4247,82,0.629724034,0.122684109
748391539,Attrited Customer,45,F,3,Unknown,Unknown,Less than $40K,Blue,40,2,2,3,2294.1,947,1404.5,0.683669024,2464,89,0.695315964,0.691528185
809308264,Existing Customer,47,M,2,Graduate,Divorced,Unknown,Silver,29,2,3,2,10373.9,1457,33660.5,0.815801808,1013,27,0.998669898,0.03224567
708449249,Existing Customer,56,F,1,College,Married,Unknown,Blue,46,5,4,2,2926.3,2404,1844.4,0.762295596,1248,67,0.671709095,0.429623787
785660037,Existing Customer,37,F,4,Doctorate,Married,Less than $40K,Blue,40,3,3,3,2797,0,885.8,0.846182197,2442,38,0.367623775,0
812649169,Existing Customer,47,M,4,Unknown,Married,Less than $40K,Blue,41,6,3,3,3830.7,2168,3718.4,0.742665141,1221,90,0.586759832,0.606390071
718965461,Existing Customer,48,M,3,Unknown,Unknown,$40K - $60K,Blue,27,5,2,3,3955.4,1971,409.9,0.720428576,4945,98,0.61342399,0.726925096
713594576,Existing Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,29,4,3,2,22089.7,1362,4722.2,0.674677418,4454,69,0.733699167,0.044476795
715126391,Attrited Customer,47,F,2,Uneducated,Married,Less than $40K,Blue,26,5,3,4,1994,1,6647.7,0.813013993,919,30,0.481490916,0.001671366
709655484,Existing Customer,44,M,2,High School,Single,$80K - $120K,Blue,30,5,2,3,18937.7,2065,16122.4,0.617865764,3724,66,0.601486009,0.035248167
712435914,Attrited Customer,61,F,3,High School,Married,Unknown,Blue,44,5,3,4,9297.6,39,25006.5,0.402132476,1428,29,0.529407357,0
713680269,Existing Customer,57,M,2,Uneducated,Married,$40K - $60K,Blue,18,6,1,2,2822.6,1801,1069,0.840862567,4513,62,1.415652204,0.424639823
777230267,Existing Customer,63,M,0,Unknown,Married,$80K - $120K,Blue,18,4,1,0,8156.7,719,9017.1,0.860321809,4150,69,0.784656928,0.251662097
720302335,Attrited Customer,49,F,2,College,Divorced,Less than $40K,Blue,43,4,1,4,1438.3,20,1107.6,0.710339956,1812,38,0.585489667,0.005532448
787436464,Existing Customer,48,M,2,Graduate,Single,Unknown,Gold,45,2,3,3,16102.1,1465,29477.4,0.769391062,7448,120,0.664072597,0.149669951
763010810,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,24,4,3,2,2238.2,0,3721.2,0.728721709,4387,30,0.772963194,0.005980084
712473839,Attrited Customer,58,F,1,Graduate,Single,Less than $40K,Blue,41,3,3,4,1438.3,0,2595.7,0.964929736,1850,28,0.599086296,0.006107601
812327758,Existing Customer,51,M,3,High School,Single,$40K - $60K,Blue,38,2,3,3,2619.3,1083,2171.5,0.826015331,3445,88,0.554055999,0.552080751
718479338,Attrited Customer,53,M,2,College,Married,$40K - $60K,Blue,32,2,1,3,4012.6,2368,533.4,0.752922633,2524,48,0.428957658,0.611638867
712674163,Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,43,4,1,3,29221.6,1093,30312.4,1.19921573,997,59,0.577387178,0.032169957
766086921,Existing Customer,46,F,2,Uneducated,Single,$80K - $120K,Silver,39,2,2,2,10646.9,1502,15840.9,0.705750327,13822,125,0.734849419,0.039280318
823116337,Existing Customer,31,M,3,Unknown,Married,$120K +,Blue,34,5,1,3,3461.6,1173,3601.6,0.788278636,4284,70,1.184230862,0.360373478
713967419,Attrited Customer,57,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2428.6,0,3174.2,0.47093808,706,35,0.514854085,0
803678893,Existing Customer,57,F,2,Graduate,Unknown,Unknown,Blue,46,2,3,3,4161.6,2460,8639.4,0.793301552,1014,29,1.301744931,0.216009005
709126532,Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,36,3,3,2,2436.7,0,2075,0.526634204,1704,28,0.353168509,0.008430179
714704004,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,5219.2,1683,7175.4,0.61664841,2127,78,0.493804001,0.707236481
713477687,Attrited Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,37,6,3,3,22942.8,824,528.2,0.390759151,1624,46,0.40162824,0.001301568
716852443,Existing Customer,41,M,1,Uneducated,Single,$60K - $80K,Blue,31,6,1,3,7741.7,1477,8978.4,0.697184544,4341,38,0.729568477,0.16493552
709543204,Existing Customer,49,F,2,Unknown,Married,Unknown,Blue,36,3,3,3,32837.7,1283,14529.1,0.817856257,1623,42,0.614511777,0.201947515
812167243,Existing Customer,54,F,0,High School,Single,Less than $40K,Silver,42,4,2,2,14531.5,779,31154.8,0.71946518,3711,73,0.922811436,0.083291351
718694377,Existing Customer,33,M,3,Doctorate,Married,Less than $40K,Blue,43,4,2,0,2506.1,1662,3013.6,0.580836981,4257,88,0.582920849,0.704243583
720138459,Existing Customer,41,M,3,High School,Single,Unknown,Silver,34,1,3,3,32433.6,1636,26715,0.84892572,13908,94,0.635688347,0.025153027
776870359,Attrited Customer,49,F,4,Uneducated,Married,Unknown,Blue,40,3,3,3,2192.3,6,12912.5,0.45632018,1619,40,0.271906659,0
721113505,Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,35,4,2,3,2375.7,2036,1094.7,0.607625483,3948,88,0.774419023,0.621179476
720387112,Existing Customer,34,F,3,Doctorate,Single,Less than $40K,Blue,40,3,2,3,4663.9,1885,3193.3,0.579884058,4378,77,0.602001217,0.638553357
714175278,Existing Customer,56,M,2,College,Married,$60K - $80K,Blue,36,6,6,2,8201.4,1396,13790,0.825911133,1402,89,0.794559963,0.519425771
828343083,Existing Customer,48,M,3,High School,Married,$80K - $120K,Gold,24,2,3,2,18570.4,1905,34005.8,0.84127736,14714,85,0.608510319,0.052869909
710886084,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,29,5,4,2,5488.6,2040,5885.7,0.844828718,2132,24,0.940471725,0.114706284
750363617,Existing Customer,55,F,0,College,Married,$40K - $60K,Blue,43,5,1,3,1811.7,2,1419,0.655507573,1429,94,0.814288842,0.615761733
710665041,Attrited Customer,46,F,5,Doctorate,Married,Unknown,Blue,38,2,4,3,2572.1,0,427.3,0.805298296,4538,65,0.835059803,3.06E-05
718992418,Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,47,6,3,6,6976.4,15,3821.7,0.713920473,1011,40,0.436236176,0
790735276,Attrited Customer,40,F,1,Unknown,Married,Less than $40K,Blue,38,3,1,4,18396.6,2263,5553.9,0.682898197,1193,27,0.560638419,0.554245782
825382892,Existing Customer,56,F,2,College,Divorced,Less than $40K,Blue,34,6,1,1,2561.5,2132,2506.2,0.808793557,4249,71,0.680861821,0.620781152
718570585,Existing Customer,49,M,0,Post-Graduate,Divorced,$80K - $120K,Silver,24,5,1,4,16238.7,1572,20749.9,0.67857442,728,36,0.546280074,0.026562033
720839479,Existing Customer,56,M,2,High School,Single,$120K +,Blue,32,4,3,3,7923.1,1288,16475.5,1.093374151,4807,86,0.64004211,0.140752513
823219742,Existing Customer,47,F,0,Unknown,Single,Unknown,Blue,37,6,2,4,4911.1,1644,24694.6,0.851388024,3463,62,0.808293566,0.099183429
712091272,Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,36,4,1,4,3332.8,1658,3984,1.75417483,4340,71,0.609691255,0.343853939
720909000,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,46,6,3,2,1698.2,804,1772.8,0.646462629,2399,40,0.470991212,0.205899146
715971209,Existing Customer,48,M,3,College,Divorced,$80K - $120K,Blue,36,5,3,2,12579.1,1545,19773.2,0.693633014,887,28,0.634066638,0.109461954
786804568,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,38,4,2,1,4426,1556,662,0.782616828,4884,85,0.887181432,0.50042313
774851299,Existing Customer,45,F,1,Uneducated,Unknown,Less than $40K,Blue,30,4,1,1,7577,1712,14008.6,0.999199474,7088,82,0.802464911,0.144865373
714714409,Existing Customer,51,M,3,Graduate,Divorced,$80K - $120K,Blue,44,1,1,3,31212.3,888,34516,1.057626448,528,24,0.623532022,0.001794404
712666231,Existing Customer,35,F,4,College,Divorced,$60K - $80K,Blue,25,5,1,3,6666.7,1601,1576.7,0.811219443,4584,108,0.66289261,0.363246173
807144060,Existing Customer,52,M,5,High School,Married,$120K +,Blue,50,4,1,2,7634.6,1477,5501.6,0.6172512,1076,63,0.797628154,0
714043999,Existing Customer,46,M,3,Doctorate,Married,Less than $40K,Blue,38,5,2,1,2213.6,1648,576.6,0.685699626,4130,80,0.709791127,0.515561474
817062749,Existing Customer,51,M,2,Unknown,Unknown,$60K - $80K,Silver,26,2,2,3,28848,743,34516,1.030684812,8016,94,2.105863939,0.083711388
808542537,Existing Customer,45,M,5,College,Divorced,$80K - $120K,Blue,30,6,1,3,24242.7,1322,29968,0.804204257,1014,47,0.800131996,0.06421306
709371488,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,34,4,4,3,3472.4,0,4142.3,0.549141101,4483,67,0.777990498,0.004543974
828343083,Existing Customer,52,M,4,Uneducated,Single,Unknown,Gold,34,1,3,3,30110.5,2060,27344.6,0.913380957,14953,99,0.534849575,0.064085541
815954530,Attrited Customer,34,F,4,College,Married,Less than $40K,Blue,43,5,2,3,2342.3,1376,789.5,0.864265007,1640,51,0.675855239,0.586319189
719085712,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,44,4,3,3,24822.5,1324,10305.2,0.81596756,1414,79,0.814273343,0.128172813
710623752,Existing Customer,36,F,3,Doctorate,Unknown,$40K - $60K,Blue,32,5,1,0,4359.6,1654,2777.8,0.721538906,3974,83,0.785539726,0.635860675
815540855,Existing Customer,46,M,0,High School,Single,$60K - $80K,Blue,30,4,1,3,7083.1,1387,16376.9,0.723176514,12548,121,0.851136861,0.173219217
718734956,Existing Customer,50,M,2,Unknown,Married,$120K +,Blue,42,4,4,1,16243.8,2126,4597.9,0.676037284,4099,118,0.545860753,0.334579593
716355407,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,28,6,3,0,3012.6,1187,1291.1,0.692374206,4413,48,1.14257168,0.409414949
718288003,Attrited Customer,42,F,1,Uneducated,Married,$40K - $60K,Blue,19,4,3,4,1717.8,10,1355.7,0.602663219,1965,48,0.520228977,0.005450665
820815177,Attrited Customer,53,M,2,High School,Single,Unknown,Gold,36,3,3,3,31418.4,1575,33263.1,0.726648405,1252,39,0.475772854,0.146616429
711315663,Existing Customer,45,M,3,High School,Single,Unknown,Silver,49,4,1,2,20293.3,1664,34516,0.493831343,3811,22,0.661556049,0.022074724
818347788,Existing Customer,52,M,5,Unknown,Married,$80K - $120K,Blue,23,4,2,3,3194,1507,829.2,0.739004001,1058,72,0.530201185,0.004639696
713182857,Attrited Customer,56,F,2,Uneducated,Married,Unknown,Platinum,31,5,3,4,34516,5,34516,0.887470995,7833,54,0.587341271,0
713037576,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,41,5,1,2,2040,1408,1588.3,1.047005969,2234,64,0.692296166,0.555664991
713612739,Existing Customer,45,M,3,Uneducated,Single,$40K - $60K,Blue,28,2,2,3,5219.7,1796,8664.1,0.850104252,5071,95,1.007172998,0.116715403
801138737,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,47,3,3,2,15632.5,1686,34516,0.889709317,1459,33,0.574622782,0.076875651
721076642,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,30,5,3,1,2009.9,1591,1519.2,0.759211144,4289,88,0.693489055,0.738755199
709952951,Existing Customer,45,F,3,Graduate,Married,$80K - $120K,Blue,39,5,1,2,12968.9,1520,9963.3,0.815375846,1686,29,0.914869878,0.059027429
824855708,Existing Customer,53,M,1,High School,Divorced,$60K - $80K,Silver,48,5,3,4,12976.6,804,23536.5,0.758687796,3727,103,0.982463394,0.037898026
773162976,Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,4,2,1,2106.7,2041,830.8,0.565132171,4682,81,0.720124088,0.152680296
711442987,Existing Customer,62,F,2,Graduate,Married,Less than $40K,Silver,44,2,3,2,2044.3,2430,5644.1,0.722885481,4310,78,0.609260542,0.170892611
716991385,Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,25,2,3,2,16234.5,1584,10103.1,1.068533963,4022,96,0.813597292,0.03545566
775863548,Existing Customer,50,F,3,Post-Graduate,Married,Less than $40K,Blue,19,4,2,3,15446.9,2458,1116,1.007390009,8387,43,0.851708802,0.060715363
711844451,Existing Customer,64,F,5,Doctorate,Single,Less than $40K,Blue,54,4,4,3,2462.6,1869,435.9,0.746007634,4302,65,0.767483819,0.587478033
779161648,Existing Customer,49,F,3,Doctorate,Married,$40K - $60K,Blue,37,5,2,4,3700,1116,737.1,0.59950732,927,70,0.750755986,0.445848976
715557965,Existing Customer,57,M,2,Graduate,Single,$120K +,Blue,56,5,1,2,31262.9,1261,34516,0.674707568,673,30,1.204855133,0.040959593
711141831,Attrited Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,4,3,3,11052.2,12,24007.8,0.644386051,709,35,0.466105461,0
765659898,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,38,3,1,0,22080.6,962,2568.8,0.738734051,4206,75,0.578387753,0.047538155
711876372,Existing Customer,57,M,3,Uneducated,Single,$60K - $80K,Blue,26,6,4,2,3814.5,1273,8657,0.777923102,4085,73,0.940815433,0.241191338
810157944,Existing Customer,55,M,4,Uneducated,Single,$40K - $60K,Blue,48,2,2,3,5820,1870,787.4,0.76395652,3744,80,0.718330579,0.675821776
712529545,Existing Customer,49,M,1,Unknown,Divorced,$80K - $120K,Blue,45,5,4,4,21889.8,1051,25120.9,0.424662774,4014,63,0.779272445,0
709453581,Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,39,4,3,3,6075.7,2,7787.5,1.337108999,1008,33,0.375051804,0
808721948,Attrited Customer,52,F,3,High School,Single,Unknown,Silver,28,3,3,2,9897.3,2487,34516,0.663239752,1492,24,0.736725365,0.097686727
720111426,Attrited Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,43,5,1,3,5965.8,1553,14514.7,0.578754911,1054,21,0.624684282,0
816088179,Existing Customer,50,M,0,Uneducated,Married,$80K - $120K,Blue,52,3,1,4,6832.4,2306,14192.8,1.074966476,1191,74,0.633996709,0.111108491
718974080,Attrited Customer,33,F,5,College,Married,Less than $40K,Blue,30,5,3,3,1438.3,0,754.1,0.815752328,3953,60,0.841789811,0.006320131
